RI,QA-check,Color-check,Purity-Level,Depth-percentage,Width-of-iron-top-width,Axis-x,Axis-y,Axis-z,Price-in-dollars,ID
0.7,Premium,D,VS2,62.4,56.0,5.72,5.66,3.55,2859,uid_1412
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1333,uid_15591
0.43,Ideal,G,VVS1,61.4,57.0,4.85,4.89,2.99,1037,uid_33011
0.35,Premium,F,VS2,61.1,62.0,4.54,4.5,2.76,906,uid_22260
1.21,Premium,I,VS2,62.3,58.0,6.82,6.79,4.24,5962,uid_15236
0.35,Very Good,F,VVS1,62.3,56.0,4.53,4.57,2.83,909,uid_21920
0.3,Ideal,F,VS2,61.6,56.0,4.3,4.33,2.66,573,uid_13236
1.51,Ideal,F,SI1,62.6,57.0,7.31,7.25,4.56,12252,uid_32227
1.2,Fair,G,I1,64.4,55.0,6.77,6.61,4.31,2655,uid_37639
0.9,Good,I,VVS1,62.4,61.0,6.05,6.09,3.79,3972,uid_31208
1.51,Fair,H,SI2,66.9,57.0,7.13,7.09,4.75,5919,uid_2665
1.01,Very Good,J,VVS2,62.2,56.0,6.37,6.42,3.98,4850,uid_32987
0.31,Very Good,H,VVS2,61.2,55.0,4.41,4.44,2.7,578,uid_24905
1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655,uid_36017
0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771,uid_41098
0.7,Good,H,SI1,64.2,60.0,5.52,5.6,3.57,2048,uid_3831
0.31,Ideal,I,VS2,61.6,55.0,4.38,4.42,2.71,452,uid_3551
0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,4022,uid_53562
0.9,Good,I,SI2,62.2,59.0,6.07,6.11,3.79,2800,uid_24689
0.73,Good,F,SI2,63.4,55.0,5.71,5.75,3.63,2023,uid_14835
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,7389,uid_20233
0.32,Ideal,F,VS2,61.6,57.0,4.43,4.4,2.72,828,uid_15420
0.31,Very Good,I,VS2,61.5,55.0,4.34,4.36,2.68,442,uid_16353
1.51,Premium,H,SI2,60.4,59.0,7.3,7.27,4.4,7864,uid_39093
0.79,Very Good,I,SI1,63.3,57.0,5.86,5.83,3.7,2095,uid_1524
0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76,706,uid_28224
0.33,Premium,G,VS1,61.3,58.0,4.45,4.42,2.72,854,uid_42618
1.01,Premium,G,SI2,62.0,58.0,6.41,6.37,3.96,4327,uid_9172
0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544,uid_6699
0.59,Premium,E,VS2,60.1,59.0,5.46,5.42,3.27,2578,uid_13283
1.51,Premium,F,VS2,61.9,59.0,7.31,7.39,4.55,14334,uid_39050
1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704,uid_20234
0.52,Ideal,D,VS2,61.8,56.0,5.17,5.15,3.19,1919,uid_34635
0.26,Very Good,G,VS1,62.1,56.0,4.07,4.11,2.54,418,uid_11109
0.7,Very Good,D,SI1,63.7,59.0,5.59,5.65,3.58,2210,uid_23834
1.35,Premium,J,SI1,60.9,59.0,7.07,7.12,4.32,5546,uid_16003
0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178,uid_29219
0.23,Very Good,F,VVS2,60.3,58.0,3.99,4.03,2.42,530,uid_35913
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,4656,uid_21894
0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856,uid_8392
0.9,Good,H,SI2,62.7,64.0,6.0,6.09,3.79,2934,uid_35993
0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557,uid_30967
1.22,Premium,H,SI1,62.4,58.0,6.82,6.77,4.24,5997,uid_33570
1.2,Premium,F,SI2,61.9,59.0,6.86,6.74,4.21,5699,uid_53452
0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,4313,uid_30827
1.05,Ideal,G,VS2,61.1,57.0,6.55,6.52,3.99,5504,uid_8451
1.0,Good,E,SI2,64.3,58.0,6.18,6.11,3.95,3450,uid_7986
0.42,Ideal,E,VVS1,62.3,57.0,4.78,4.79,2.98,1400,uid_18874
0.3,Very Good,D,VS1,62.2,58.0,4.25,4.27,2.65,742,uid_40779
0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,2110,uid_27882
1.13,Premium,H,VS2,62.4,58.0,6.61,6.66,4.14,5779,uid_5322
1.21,Good,F,VS2,63.7,58.0,6.67,6.71,4.26,7911,uid_5284
2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258,uid_21767
1.34,Premium,G,VVS2,61.3,58.0,7.16,7.1,4.37,11118,uid_42130
0.55,Ideal,I,VS2,61.8,55.0,5.28,5.32,3.27,1374,uid_48610
0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,982,uid_27568
0.34,Ideal,E,SI1,61.8,56.0,4.48,4.45,2.76,765,uid_32130
0.9,Fair,E,SI2,64.5,57.0,6.13,6.09,3.94,3342,uid_30806
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,5026,uid_16378
1.03,Good,D,SI2,57.6,58.0,6.6,6.67,3.82,4177,uid_26806
0.77,Fair,H,VS1,64.6,56.4,5.78,5.84,3.75,2594,uid_48148
1.0,Very Good,F,SI2,63.3,58.0,6.26,6.29,3.97,4269,uid_162
0.26,Ideal,I,VS1,61.6,54.0,4.08,4.12,2.53,578,uid_49756
0.7,Very Good,D,SI2,61.4,58.0,5.7,5.74,3.51,2337,uid_49257
0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772,uid_21046
1.28,Ideal,G,IF,61.7,56.0,6.95,6.99,4.3,13360,uid_25478
0.65,Ideal,E,IF,62.3,56.0,5.52,5.56,3.45,4184,uid_52007
0.29,Very Good,D,VS1,62.9,55.0,4.21,4.25,2.66,504,uid_45914
1.01,Good,E,I1,63.8,57.0,6.4,6.33,4.06,3032,uid_49949
0.27,Good,D,VVS2,64.3,55.0,4.14,4.09,2.65,693,uid_31920
0.28,Ideal,G,IF,62.4,55.0,4.17,4.2,2.61,650,uid_2055
1.0,Premium,H,VS1,61.5,57.0,6.44,6.37,3.94,5387,uid_40737
0.31,Ideal,F,VS2,61.5,56.0,4.37,4.34,2.68,802,uid_18637
0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922,uid_20723
1.01,Good,G,VS1,63.2,58.0,6.34,6.38,4.02,6499,uid_49455
0.36,Premium,G,VS1,62.2,59.0,4.53,4.57,2.83,726,uid_43005
0.3,Very Good,H,VS2,62.5,58.0,4.26,4.28,2.67,473,uid_3567
1.02,Premium,D,VS1,60.3,58.0,6.57,6.49,3.94,8181,uid_25717
1.06,Premium,H,VS2,62.0,58.0,6.5,6.57,4.05,5783,uid_48403
0.32,Ideal,H,VVS1,62.1,54.0,4.4,4.42,2.74,730,uid_42993
1.2,Ideal,H,VS1,62.0,57.0,6.69,6.76,4.17,7294,uid_32639
1.57,Premium,H,VS2,61.0,59.0,7.54,7.5,4.59,11575,uid_11040
0.3,Ideal,E,SI2,62.1,55.0,4.3,4.33,2.68,401,uid_15959
0.9,Ideal,D,SI1,62.5,57.0,6.12,6.2,3.85,4579,uid_15414
0.3,Ideal,H,VVS2,61.7,54.2,4.32,4.35,2.67,631,uid_40479
0.7,Premium,I,VVS1,59.1,60.0,5.8,5.77,3.42,2536,uid_32805
0.73,Very Good,F,VVS2,62.1,57.0,5.74,5.76,3.57,3705,uid_43705
0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54,1996,uid_31482
0.38,Ideal,F,VVS1,61.5,56.0,4.68,4.71,2.88,1120,uid_17932
0.9,Premium,D,VS2,58.7,62.0,6.32,6.29,3.7,4505,uid_7687
0.3,Good,F,SI1,63.6,55.0,4.28,4.33,2.74,500,uid_11622
1.04,Premium,H,SI1,61.0,58.0,6.54,6.6,4.01,4999,uid_1712
1.19,Ideal,H,I1,61.5,57.0,6.83,6.79,4.19,3732,uid_39087
0.7,Fair,D,SI1,66.0,56.0,5.45,5.52,3.62,2093,uid_22290
1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212,uid_34552
0.9,Ideal,J,IF,62.2,57.0,6.17,6.14,3.83,3677,uid_50234
1.11,Good,F,SI1,62.1,61.0,6.58,6.62,4.1,5602,uid_23939
1.51,Premium,E,SI1,58.6,62.0,7.58,7.53,4.43,12655,uid_44651
1.47,Very Good,G,VS2,62.7,56.0,7.15,7.18,4.49,11060,uid_40627
0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653,uid_16677
1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,4439,uid_30858
0.58,Ideal,G,VVS1,61.5,55.0,5.39,5.44,3.33,2772,uid_44690
1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,6271,uid_32914
0.39,Ideal,F,VVS2,62.1,55.0,4.7,4.74,2.93,988,uid_50338
1.2,Good,G,VS2,57.8,59.0,7.06,7.0,4.06,8032,uid_43754
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,626,uid_5860
0.52,Good,I,SI1,63.3,55.0,5.1,5.13,3.24,978,uid_43764
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104,uid_22244
0.35,Ideal,G,VS2,61.0,57.0,4.54,4.57,2.78,633,uid_21896
0.34,Premium,G,VS2,59.6,62.0,4.56,4.54,2.71,714,uid_47146
0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94,753,uid_3262
0.53,Good,H,SI1,63.9,55.0,5.19,5.14,3.3,1242,uid_44280
1.51,Premium,I,SI2,61.2,62.0,7.28,7.19,4.43,5682,uid_14504
1.32,Fair,H,I1,65.8,55.0,6.87,6.83,4.51,4140,uid_44119
1.0,Good,E,VS2,57.4,58.0,6.61,6.57,3.78,6160,uid_38344
0.55,Ideal,F,SI2,62.3,57.0,5.27,5.22,3.27,1263,uid_3100
1.38,Very Good,H,SI2,62.3,60.0,7.07,7.12,4.42,6369,uid_9141
0.25,Fair,D,VS1,61.2,55.0,4.09,4.11,2.51,563,uid_38897
1.0,Good,F,SI2,64.1,58.0,6.35,6.26,4.04,3799,uid_14064
0.71,Premium,G,VS2,63.0,54.0,5.69,5.64,3.57,2443,uid_21575
0.41,Good,G,I1,63.8,56.0,4.74,4.7,3.01,600,uid_19297
0.74,Ideal,J,VVS2,61.7,55.0,5.83,5.87,3.61,2106,uid_27507
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,516,uid_37517
0.27,Very Good,G,VS1,61.9,56.0,4.13,4.16,2.56,439,uid_15429
0.7,Ideal,F,SI1,62.7,57.0,5.66,5.7,3.56,2515,uid_11209
1.0,Fair,I,I1,66.9,57.0,6.15,6.03,4.09,1997,uid_49498
1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,7982,uid_28518
0.44,Premium,G,SI1,61.1,59.0,4.9,4.86,2.98,990,uid_2126
0.71,Good,D,SI1,56.8,62.0,5.93,5.89,3.37,2450,uid_24121
0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,755,uid_28069
0.74,Ideal,G,VS1,61.5,56.0,5.79,5.82,3.57,3572,uid_13536
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,5930,uid_13026
0.71,Premium,H,VS1,61.7,56.0,5.81,5.67,3.54,2401,uid_17092
0.76,Ideal,F,SI1,62.6,57.0,5.84,5.89,3.67,2719,uid_41413
0.71,Ideal,I,VS2,61.8,55.0,5.7,5.73,3.53,2614,uid_10946
0.32,Very Good,F,VVS1,61.5,56.0,4.38,4.4,2.7,886,uid_6912
0.77,Premium,G,VS2,61.3,57.0,5.93,5.88,3.62,2803,uid_26217
1.6,Ideal,F,SI1,61.1,55.0,7.55,7.58,4.62,13140,uid_9143
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,11428,uid_11000
1.35,Ideal,J,SI1,62.3,57.0,7.08,7.02,4.39,6396,uid_9195
1.11,Ideal,F,VS2,61.7,55.0,6.65,6.67,4.11,7473,uid_44220
0.3,Good,G,VVS2,63.8,56.0,4.27,4.29,2.73,684,uid_31861
0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,2383,uid_9349
0.91,Very Good,H,VS1,59.4,63.0,6.32,6.28,3.74,4670,uid_26630
0.43,Premium,G,VS1,61.8,59.0,4.83,4.88,3.0,943,uid_45099
3.01,Good,I,SI2,63.9,60.0,9.06,9.01,5.77,18242,uid_35412
0.25,Very Good,F,VVS2,62.8,54.0,4.0,4.03,2.52,633,uid_32421
1.23,Ideal,F,VVS2,63.0,55.0,6.89,6.79,4.31,10580,uid_52436
0.54,Ideal,F,VS2,61.3,57.0,5.28,5.25,3.23,1572,uid_14037
2.02,Premium,J,VS2,62.0,59.0,8.08,8.06,5.0,13812,uid_48545
0.43,Ideal,E,VS2,62.0,57.0,4.82,4.85,3.0,981,uid_28248
0.7,Very Good,H,SI1,59.2,59.0,5.79,5.86,3.45,2018,uid_17837
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,17893,uid_21546
1.5,Very Good,I,SI1,60.3,60.0,7.46,7.43,4.49,8127,uid_1395
0.51,Ideal,E,VS2,62.5,55.0,5.08,5.13,3.19,1656,uid_3588
0.5,Very Good,D,SI2,61.9,56.0,5.09,5.14,3.16,1167,uid_11543
0.5,Premium,E,VS2,62.9,60.0,5.1,5.07,3.2,1676,uid_17168
0.72,Premium,G,SI1,60.6,62.0,5.81,5.77,3.51,2246,uid_41358
1.59,Very Good,I,VS1,61.2,57.8,7.5,7.52,4.6,11018,uid_36667
0.41,Very Good,G,VS1,60.5,57.0,4.81,4.85,2.92,899,uid_43469
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,726,uid_32434
0.33,Ideal,F,VVS1,61.8,57.0,4.44,4.46,2.75,955,uid_44928
1.21,Premium,H,VS2,60.8,62.0,6.82,6.78,4.13,5461,uid_19690
2.03,Premium,F,SI2,60.9,59.0,8.15,8.11,4.95,12021,uid_12274
0.7,Premium,F,SI1,62.3,58.0,5.67,5.72,3.55,2196,uid_4737
0.81,Very Good,D,SI1,63.1,57.0,5.91,5.94,3.74,3462,uid_9703
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1370,uid_40145
0.7,Ideal,D,SI1,60.7,56.0,5.72,5.75,3.48,2872,uid_34752
0.33,Ideal,E,SI1,62.5,55.0,4.42,4.45,2.77,579,uid_26426
0.5,Ideal,E,SI1,61.5,57.0,5.08,5.1,3.13,1700,uid_23653
0.7,Premium,E,VS1,58.4,59.0,5.91,5.83,3.43,2854,uid_14040
0.31,Ideal,I,VS2,62.1,53.7,4.37,4.4,2.72,447,uid_23600
1.1,Ideal,G,VS1,61.3,57.0,6.59,6.66,4.06,7550,uid_30367
1.01,Very Good,E,VVS1,62.3,56.0,6.41,6.47,4.01,10704,uid_26994
0.31,Premium,D,SI1,61.4,58.0,4.39,4.34,2.68,732,uid_31853
0.33,Ideal,E,SI1,62.0,54.0,4.41,4.43,2.74,579,uid_37295
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,5831,uid_3570
0.39,Ideal,E,VS2,60.9,55.0,4.73,4.76,2.89,839,uid_45001
1.32,Ideal,I,VS2,60.8,57.0,7.02,7.07,4.28,7079,uid_24779
1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215,uid_25646
1.16,Very Good,G,VVS2,61.6,58.0,6.67,6.73,4.13,9205,uid_11186
0.41,Good,G,SI2,63.4,58.0,4.7,4.73,2.99,611,uid_11827
0.52,Ideal,J,SI1,61.4,56.4,5.15,5.17,3.17,896,uid_42688
0.57,Good,D,SI1,62.2,64.0,5.29,5.23,3.27,1847,uid_26170
0.3,Ideal,G,VVS1,62.3,55.0,4.31,4.29,2.68,1013,uid_7080
0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,1657,uid_48131
0.71,Ideal,I,IF,61.7,59.0,5.7,5.74,3.53,2701,uid_47905
0.53,Good,G,VVS2,64.3,58.0,5.11,5.15,3.3,1769,uid_15865
0.8,Very Good,H,VVS2,62.9,56.0,5.9,5.96,3.73,3036,uid_45207
0.72,Ideal,F,SI2,61.7,55.0,5.77,5.81,3.57,2340,uid_3210
1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,4443,uid_41517
1.18,Ideal,I,VVS2,62.7,55.0,6.7,6.79,4.23,6678,uid_35183
1.01,Very Good,E,SI2,62.2,58.0,6.36,6.43,3.98,4575,uid_17047
0.52,Ideal,G,VVS2,61.6,56.0,5.18,5.15,3.18,1878,uid_17089
2.02,Good,I,VS2,57.9,62.0,8.25,8.3,4.79,16789,uid_25207
0.9,Very Good,G,VS1,62.4,55.0,6.11,6.17,3.83,4358,uid_40169
0.9,Very Good,I,VS1,62.0,61.0,6.12,6.18,3.81,3880,uid_1640
0.5,Ideal,F,SI2,60.5,56.0,5.17,5.19,3.14,1118,uid_15192
1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296,uid_18455
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,8457,uid_10246
0.22,Premium,E,VS2,61.6,58.0,3.93,3.89,2.41,404,uid_6842
0.28,Very Good,E,VVS1,62.1,57.0,4.17,4.21,2.6,707,uid_49517
1.1,Ideal,G,VS1,61.5,57.0,6.65,6.62,4.08,7111,uid_49438
0.63,Ideal,G,VS2,62.6,55.0,5.5,5.46,3.43,1821,uid_38728
1.04,Ideal,G,SI2,60.7,57.0,6.51,6.61,3.98,4375,uid_38690
1.22,Premium,G,SI1,61.8,58.0,6.88,6.82,4.23,6777,uid_33667
0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3242,uid_4841
1.0,Ideal,G,VVS1,62.3,56.0,6.4,6.29,3.95,7644,uid_29387
0.5,Premium,J,VS1,62.4,61.0,4.98,4.96,3.1,1035,uid_10763
0.35,Very Good,F,VS1,60.3,58.6,4.56,4.59,2.76,842,uid_34551
0.4,Premium,D,SI2,60.4,59.0,4.8,4.83,2.91,666,uid_4374
1.23,Very Good,H,VS2,60.6,59.0,6.89,6.94,4.19,6459,uid_44305
1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39,7644,uid_26471
0.74,Ideal,G,VS1,61.8,55.0,5.85,5.8,3.6,2960,uid_22417
0.56,Premium,G,VS1,62.4,58.0,5.3,5.22,3.28,1915,uid_516
0.71,Very Good,D,VS1,63.4,55.0,5.69,5.61,3.58,2841,uid_44760
0.31,Ideal,H,VVS2,61.5,56.0,4.35,4.37,2.68,625,uid_1624
0.54,Ideal,F,VVS1,61.6,55.0,5.27,5.28,3.25,2951,uid_38978
0.71,Premium,G,IF,61.9,58.0,5.74,5.77,3.56,3545,uid_31788
0.3,Good,I,VVS1,63.1,57.0,4.27,4.29,2.7,552,uid_14798
0.42,Premium,D,SI1,61.9,59.0,4.81,4.76,2.96,1040,uid_40341
1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914,uid_47622
0.55,Ideal,D,VVS2,61.6,56.0,5.23,5.29,3.24,2720,uid_30913
0.53,Ideal,G,VS1,61.9,56.0,5.2,5.17,3.21,1813,uid_5667
0.42,Ideal,D,SI1,61.9,56.0,4.84,4.82,2.99,1040,uid_22560
0.23,Good,F,VVS2,64.5,55.0,3.83,3.86,2.48,425,uid_31816
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,649,uid_15127
1.05,Premium,D,SI2,58.9,58.0,6.74,6.67,3.95,5134,uid_31224
0.34,Good,E,SI1,63.4,55.0,4.44,4.46,2.82,556,uid_38688
0.51,Ideal,F,VS1,60.2,56.0,5.22,5.24,3.15,1765,uid_40462
1.01,Very Good,E,VS2,63.1,60.0,6.3,6.26,3.96,6335,uid_40918
0.54,Premium,D,VS2,61.6,55.0,5.28,5.24,3.24,1913,uid_4808
0.33,Ideal,I,VS1,61.7,55.0,4.44,4.47,2.75,573,uid_4181
0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,1026,uid_2762
0.56,Ideal,G,VS2,61.7,56.0,5.34,5.3,3.28,1698,uid_41796
0.53,Premium,G,VS2,62.5,56.0,5.19,5.18,3.24,1607,uid_12797
1.02,Ideal,E,SI2,62.4,55.0,6.47,6.44,4.03,4478,uid_17650
2.4,Premium,F,SI2,62.6,59.0,8.53,8.49,5.33,16797,uid_32852
0.42,Premium,H,VS1,61.7,59.0,4.83,4.76,2.96,1087,uid_29567
0.7,Very Good,E,VS2,62.5,57.0,5.64,5.68,3.54,2593,uid_28413
0.74,Very Good,D,SI2,61.5,59.0,5.79,5.82,3.57,2740,uid_7221
0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726,uid_34136
0.91,Good,D,SI1,64.0,58.0,6.06,6.09,3.89,3796,uid_51598
0.7,Ideal,F,VS2,62.2,55.0,5.66,5.72,3.54,2676,uid_11014
1.51,Very Good,G,VS2,63.3,60.0,7.28,7.2,4.58,12872,uid_24750
2.0,Good,E,SI2,60.1,54.0,8.01,8.15,4.86,15962,uid_10542
0.33,Premium,F,SI1,62.8,58.0,4.42,4.4,2.77,705,uid_47428
1.5,Ideal,H,VVS2,61.3,56.0,7.37,7.28,4.49,8224,uid_42655
1.1,Ideal,G,VVS2,61.7,56.0,6.67,6.63,4.1,9148,uid_38235
0.73,Ideal,E,SI1,62.2,56.0,5.76,5.79,3.59,3038,uid_16788
0.35,Very Good,G,VS1,59.2,60.0,4.59,4.64,2.73,725,uid_35054
0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,645,uid_45356
2.15,Ideal,H,SI2,60.3,59.0,8.34,8.41,5.05,16146,uid_10951
1.04,Ideal,F,VS2,61.6,56.0,6.53,6.55,4.03,8415,uid_30414
1.13,Premium,E,SI2,60.4,59.0,6.7,6.75,4.06,5220,uid_681
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1308,uid_42928
0.32,Ideal,D,VS2,62.0,55.0,4.42,4.38,2.73,972,uid_20175
1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,12905,uid_20480
0.51,Premium,G,VS1,60.2,57.0,5.24,5.2,3.14,1709,uid_37899
1.0,Fair,G,SI1,65.8,55.0,6.22,6.19,4.08,3304,uid_34120
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1443,uid_9246
1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095,uid_34965
0.3,Ideal,G,VVS1,62.1,56.0,4.35,4.28,2.68,1094,uid_5245
1.01,Very Good,H,VVS2,63.3,57.0,6.39,6.35,4.03,6097,uid_31906
1.0,Ideal,J,VS2,61.9,54.0,6.41,6.45,3.98,4278,uid_19652
0.31,Ideal,D,VVS1,62.3,54.0,4.36,4.4,2.73,949,uid_40814
0.33,Premium,F,VS2,60.0,60.0,4.49,4.45,2.68,740,uid_31887
1.01,Good,G,VVS1,63.1,59.0,6.33,6.42,4.02,7279,uid_30232
0.76,Premium,J,VS1,61.1,58.0,5.85,5.91,3.59,2148,uid_683
0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373,uid_41729
0.9,Very Good,G,VS1,62.7,60.0,6.06,6.13,3.82,4540,uid_9634
0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,552,uid_36743
0.38,Very Good,I,VS1,62.0,55.0,4.65,4.67,2.89,750,uid_5137
1.5,Good,G,I1,64.0,61.0,7.15,7.04,0.0,4731,uid_39378
1.51,Fair,I,VS2,64.8,60.0,7.18,7.1,4.63,8879,uid_2748
0.31,Ideal,E,VS2,62.9,56.0,4.33,4.29,2.71,872,uid_7345
1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,7751,uid_30576
1.5,Premium,H,SI1,61.6,58.0,7.33,7.38,4.53,8669,uid_41301
1.25,Ideal,H,VS2,61.1,55.0,6.94,6.97,4.25,8498,uid_31907
1.05,Ideal,F,VVS2,61.9,57.0,6.5,6.52,4.03,8870,uid_26689
0.71,Very Good,G,VS2,63.3,56.0,5.67,5.74,3.61,2549,uid_17205
0.24,Very Good,E,VVS1,60.7,60.0,4.01,4.06,2.45,485,uid_24307
1.01,Ideal,E,SI2,61.1,57.0,6.48,6.52,3.97,4666,uid_47654
1.0,Very Good,D,SI1,61.3,54.0,6.37,6.39,3.91,5390,uid_31824
0.95,Premium,H,SI2,58.8,60.0,6.45,6.38,3.77,3652,uid_10276
0.31,Ideal,H,SI2,61.0,56.0,4.36,4.39,2.67,421,uid_7965
1.0,Ideal,E,SI2,61.8,57.0,6.43,6.39,3.96,4829,uid_8949
1.55,Ideal,F,SI2,62.3,55.5,7.36,7.42,4.61,9808,uid_27853
1.01,Ideal,I,VS1,62.8,57.0,6.42,6.38,4.02,3991,uid_41902
0.51,Ideal,G,VS2,62.2,54.0,5.11,5.14,3.19,1443,uid_48232
0.59,Ideal,I,SI1,61.7,55.0,5.41,5.39,3.33,1352,uid_18478
1.52,Premium,I,SI1,60.5,60.0,7.4,7.48,4.5,8694,uid_9936
0.6,Ideal,F,VVS2,60.9,57.0,5.45,5.48,3.33,2698,uid_10213
2.01,Ideal,F,SI2,61.6,55.0,8.08,8.02,4.97,18183,uid_35608
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,11148,uid_33307
0.92,Very Good,E,VS1,60.9,61.0,6.22,6.25,3.8,5453,uid_18466
0.39,Ideal,E,VVS2,61.7,56.0,4.73,4.75,2.92,1056,uid_35700
0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061,uid_20235
0.5,Ideal,H,VS2,61.7,55.0,5.11,5.14,3.16,1626,uid_15176
0.54,Ideal,D,VVS1,61.2,57.0,5.25,5.27,3.22,3494,uid_51267
0.35,Ideal,I,VVS2,62.0,54.0,4.54,4.56,2.82,598,uid_18933
0.33,Ideal,F,VS2,62.3,56.0,4.45,4.41,2.76,854,uid_50101
0.55,Good,J,VS2,64.1,54.0,5.21,5.18,3.33,1134,uid_15038
0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,1836,uid_5514
1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3,7573,uid_15505
1.01,Good,E,VS1,63.4,58.0,6.36,6.38,4.04,7234,uid_18886
0.24,Ideal,G,IF,61.6,57.0,3.99,4.02,2.46,559,uid_45255
0.3,Very Good,E,VVS2,62.5,56.0,4.28,4.3,2.68,742,uid_29994
1.04,Ideal,D,SI1,61.7,57.0,6.55,6.51,4.03,5952,uid_7906
1.01,Ideal,F,SI2,60.0,57.0,6.55,6.51,3.92,4796,uid_39458
0.3,Ideal,E,VS2,62.0,56.0,4.3,4.34,2.68,658,uid_34873
0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,746,uid_38927
0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,1846,uid_9482
0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819,uid_13849
0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,870,uid_25034
1.01,Very Good,E,VS2,62.7,57.0,6.31,6.36,3.97,6666,uid_43726
0.8,Premium,F,SI1,61.5,60.0,5.97,5.94,3.66,2890,uid_52941
0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,786,uid_29588
0.7,Ideal,I,VVS2,61.8,56.0,5.69,5.75,3.54,2530,uid_38316
1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,9756,uid_22476
1.51,Very Good,G,VS2,59.3,58.0,7.32,7.49,4.39,11161,uid_20962
